id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,attributes
sSSV7G16yUijp-Peq4fmsA,benjamin-steakhouse-new-york-city,Benjamin Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/ZMOGP8_rtTpQ73EDPFeSEg/o.jpg,False,https://www.yelp.com/biz/benjamin-steakhouse-new-york-city?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,1476,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.3,"{'latitude': 40.75171534860879, 'longitude': -73.97912550204785}",['delivery'],$$$$,"{'address1': '52 E 41st St', 'address2': '', 'address3': '', 'city': 'New York City', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['52 E 41st St', 'New York City, NY 10017']}",+12122979177,(212) 297-9177,1199.4886869462248,"{'business_temp_closed': None, 'menu_url': 'https://benjaminsteakhouse.com/nyc/our-menus/?utm_source=Yelp&utm_medium=Yelp_41&utm_campaign=41_Menu', 'open24_hours': None, 'waitlist_reservation': None}"
iq9_CMtUT1SwGcEL8fSDNQ,r-lounge-at-two-times-square-new-york,R Lounge at Two Times Square,https://s3-media2.fl.yelpcdn.com/bphoto/w5s2J7Io8y5FFRyon0lCag/o.jpg,False,https://www.yelp.com/biz/r-lounge-at-two-times-square-new-york?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,374,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American'}]",3.9,"{'latitude': 40.759683705851, 'longitude': -73.9845943450927}",[],$$$,"{'address1': 'Two Times Square, 714 Seventh Avenue at W. 48th Street', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['Two Times Square, 714 Seventh Avenue at W. 48th Street', 'New York, NY 10036']}",+12122615114,(212) 261-5114,451.08630834641133,"{'business_temp_closed': None, 'menu_url': '', 'open24_hours': None, 'waitlist_reservation': None}"
7B2XMvV5uGuKyl19-HTSvg,fogo-de-chao-brazilian-steakhouse-new-york-6,Fogo de Chão Brazilian Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/2PL-a4CAJEJDpIrq5Z0kCg/o.jpg,False,https://www.yelp.com/biz/fogo-de-chao-brazilian-steakhouse-new-york-6?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,1805,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.1,"{'latitude': 40.76109565929796, 'longitude': -73.97775724465905}","['delivery', 'pickup']",$$$$,"{'address1': '40 W 53rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['40 W 53rd St', 'New York, NY 10019']}",+12129699980,(212) 969-9980,1047.577851932283,"{'business_temp_closed': None, 'menu_url': 'https://fogodechao.com/location/new-york/#menus', 'open24_hours': None, 'waitlist_reservation': None}"
4WDHrSodF1Xidv9ezS6Sgg,tuscany-steakhouse-new-york,Tuscany Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/-ntrLHjqTqc7-M-7YNsOoQ/o.jpg,False,https://www.yelp.com/biz/tuscany-steakhouse-new-york?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,255,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.6,"{'latitude': 40.76546, 'longitude': -73.97724}","['restaurant_reservation', 'delivery', 'pickup']",$$$,"{'address1': '117 W 58th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['117 W 58th St', 'New York, NY 10019']}",+12127578630,(212) 757-8630,1282.7374336444038,"{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}"
Maks_EfVcTOe20TnGQy_MQ,the-capital-grille-new-york-5,The Capital Grille,https://s3-media2.fl.yelpcdn.com/bphoto/r17AX31u1S8Qu-PfwVTJBQ/o.jpg,False,https://www.yelp.com/biz/the-capital-grille-new-york-5?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,856,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.1,"{'latitude': 40.7607390928484, 'longitude': -73.9813780866211}","['delivery', 'pickup']",$$$,"{'address1': '120 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10020', 'country': 'US', 'state': 'NY', 'display_address': ['120 W 51st St', 'New York, NY 10020']}",+12122460154,(212) 246-0154,742.8504076720959,"{'business_temp_closed': None, 'menu_url': 'https://www.thecapitalgrille.com/menu/dinner/appetizers?setRestaurant=8038&cmpid=br:tcg_ag:ie_ch:dry_ca:TCGYELP_sn:yelp_gt:new-york-ny-8038_pl:menu_rd:1034', 'open24_hours': None, 'waitlist_reservation': None}"
VnjcxOUuZAeJMiDIU-7hUQ,churrascaria-plataforma-new-york-3,Churrascaria Plataforma,https://s3-media2.fl.yelpcdn.com/bphoto/76mYbKNkx1fnBl_Q0Zy-QA/o.jpg,False,https://www.yelp.com/biz/churrascaria-plataforma-new-york-3?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,1521,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.1,"{'latitude': 40.76202, 'longitude': -73.98765}","['delivery', 'pickup']",$$$$,"{'address1': '316 W 49th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['316 W 49th St', 'New York, NY 10019']}",+12122450505,(212) 245-0505,387.4524166255733,"{'business_temp_closed': None, 'menu_url': 'https://www.plataformaonline.com/menus/', 'open24_hours': None, 'waitlist_reservation': None}"
Ucya5uGBVUA3azs-HX0sTA,west-side-steakhouse-new-york-2,West Side Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/P45XPfIGenjCDkX9hHH6pg/o.jpg,False,https://www.yelp.com/biz/west-side-steakhouse-new-york-2?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,480,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 40.7606, 'longitude': -73.995}","['delivery', 'pickup']",$$$,"{'address1': '597 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['597 10th Ave', 'New York, NY 10036']}",+12125644803,(212) 564-4803,488.74289440616644,"{'business_temp_closed': None, 'menu_url': 'http://www.westsidesteakhousenyc.com/#serving-menu', 'open24_hours': None, 'waitlist_reservation': None}"
432F7ulSgnm1fNyefqgrNw,strip-house-new-york-6,Strip House,https://s3-media1.fl.yelpcdn.com/bphoto/wRvK143d5M68QWil_O7f9w/o.jpg,False,https://www.yelp.com/biz/strip-house-new-york-6?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,649,"[{'alias': 'steak', 'title': 'Steakhouses'}]",3.9,"{'latitude': 40.7552982092827, 'longitude': -73.98068987648}","['delivery', 'pickup']",$$$$,"{'address1': '15 W 44th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['15 W 44th St', 'New York, NY 10036']}",+12123365454,(212) 336-5454,864.2234598810761,"{'business_temp_closed': None, 'menu_url': 'https://www.striphouse.com/location/striphouse-midtown/#menus', 'open24_hours': None, 'waitlist_reservation': None}"
V3dHB6xAdd8_dH7t481PAw,steak-frites-bistro-new-york-3,Steak Frites Bistro,https://s3-media4.fl.yelpcdn.com/bphoto/EiqUM4vuqD6ZMpPUDU3X3Q/o.jpg,False,https://www.yelp.com/biz/steak-frites-bistro-new-york-3?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,145,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'french', 'title': 'French'}]",4.6,"{'latitude': 40.75559939381978, 'longitude': -73.994415672668}",[],$$$,"{'address1': '496 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['496 9th Ave', 'New York, NY 10018']}",+19296145070,(929) 614-5070,527.4480391135877,"{'business_temp_closed': None, 'menu_url': 'https://www.steakfritesbistro.com/menus/', 'open24_hours': None, 'waitlist_reservation': None}"
Q5PKAiBCjzQv2ql_y8v9FQ,charlie-palmer-steak-new-york-new-york,Charlie Palmer Steak - New York,https://s3-media1.fl.yelpcdn.com/bphoto/wJbgMlu7w6_Cz-lCfrj1ug/o.jpg,False,https://www.yelp.com/biz/charlie-palmer-steak-new-york-new-york?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,75,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'New American'}]",4.1,"{'latitude': 40.75554901249337, 'longitude': -73.9853213}",['delivery'],$$$,"{'address1': '135 W 42nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['135 W 42nd St', 'New York, NY 10036']}",+12123191660,(212) 319-1660,526.5865829789451,"{'business_temp_closed': None, 'menu_url': 'https://www.charliepalmersteak.com/new-york-menus/', 'open24_hours': None, 'waitlist_reservation': None}"
K_nsaXmlsyg0I8PoIjPXrA,mortons-the-steakhouse-new-york-2,Morton's The Steakhouse,https://s3-media2.fl.yelpcdn.com/bphoto/VDbyJUHaVmx2BtcypjPJ0Q/o.jpg,False,https://www.yelp.com/biz/mortons-the-steakhouse-new-york-2?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,636,"[{'alias': 'steak', 'title': 'Steakhouses'}]",3.9,"{'latitude': 40.7552153, 'longitude': -73.9787657}","['delivery', 'pickup']",$$$$,"{'address1': '551 5th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['551 5th Ave', 'New York, NY 10017']}",+12129723315,(212) 972-3315,1014.8978768355981,"{'business_temp_closed': None, 'menu_url': 'https://www.mortons.com/location/mortons-the-steakhouse-new-york-ny-manhattan/#menus', 'open24_hours': None, 'waitlist_reservation': None}"
25KSIumOXSnysnUIGAhNYw,fuji-hibachi-new-york-3,Fuji Hibachi,https://s3-media3.fl.yelpcdn.com/bphoto/u7jW9JkKvUdy2_GPfJJRuQ/o.jpg,False,https://www.yelp.com/biz/fuji-hibachi-new-york-3?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,453,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.8,"{'latitude': 40.7579059, 'longitude': -73.99069}","['delivery', 'pickup']",$$,"{'address1': '321 W 42nd St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['321 W 42nd St', 'New York, NY 10036']}",+12127571820,(212) 757-1820,125.69079333580076,"{'business_temp_closed': None, 'menu_url': '', 'open24_hours': None, 'waitlist_reservation': None}"
ryng69yOCoveA68KE6jl-Q,stk-steakhouse-new-york-6,Stk Steakhouse,https://s3-media3.fl.yelpcdn.com/bphoto/zj9_T7dzrsp27C_3oId8TQ/o.jpg,False,https://www.yelp.com/biz/stk-steakhouse-new-york-6?adjust_creative=Ajda-ESi8vTMSOOHFsYRJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Ajda-ESi8vTMSOOHFsYRJg,1923,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 40.75527005017456, 'longitude': -73.98292906220698}","['delivery', 'pickup']",$$$$,"{'address1': '1114 Ave Of The Americas', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1114 Ave Of The Americas', 'New York, NY 10036']}",+16466242455,(646) 624-2455,703.226176366388,"{'business_temp_closed': None, 'menu_url': 'https://stksteakhouse.com/venues/nyc-midtown/#section-restaurant-menu', 'open24_hours': None, 'waitlist_reservation': None}"
